,price,bedrooms,bathrooms,sqft_living,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built
37,308500.0,2.0,1.0,850,1.0,0,0,4,850,0,1950
38,439950.0,3.0,2.5,1770,2.0,0,0,3,1770,0,1990
39,315000.0,3.0,1.0,1160,1.0,0,0,3,1160,0,1968
40,437500.0,3.0,2.25,1970,2.0,0,0,4,1970,0,1977
41,407500.0,3.0,2.5,1930,2.0,0,0,3,1930,0,1996
42,445700.0,3.0,2.5,1270,3.0,0,0,3,1270,0,2001
43,838000.0,4.0,2.5,3310,2.0,0,0,3,3310,0,2001
44,630000.0,4.0,2.75,2710,2.0,0,0,3,2710,0,2000
45,550000.0,3.0,1.75,2910,1.5,0,0,3,2910,0,1979
46,805000.0,3.0,2.0,2710,1.5,0,0,4,1880,830,1929
47,284000.0,3.0,1.75,1800,1.0,0,0,3,1800,0,1968
48,430000.0,4.0,1.5,1920,1.0,0,0,4,1070,850,1954
49,491500.0,4.0,1.75,2190,1.0,0,2,3,2190,0,1968
50,385000.0,3.0,3.25,1320,2.0,0,0,3,1040,280,2008
51,295000.0,2.0,2.5,1630,2.0,0,0,3,1280,350,2009
52,555000.0,4.0,2.5,3310,2.0,0,0,3,3310,0,2012
53,459990.0,3.0,2.5,2680,2.0,0,0,3,2680,0,2013
54,625000.0,4.0,3.25,2730,1.0,0,0,3,1560,1170,2007
55,300000.0,3.0,2.5,2540,2.0,0,0,3,2540,0,2006
56,625000.0,4.0,2.75,2920,2.0,0,0,3,2920,0,2012
57,553000.0,2.0,1.0,900,1.0,0,0,3,900,0,1944
58,379880.0,3.0,2.5,1650,1.0,0,0,4,1130,520,1986
59,310000.0,3.0,1.0,1010,1.0,0,0,4,1010,0,1973
60,775000.0,2.0,2.5,2680,1.0,0,0,3,2680,0,2004
61,365000.0,3.0,2.5,2200,1.0,0,0,5,1570,630,1988
62,331950.0,4.0,2.5,2530,2.0,0,2,3,2010,520,1990
63,783500.0,3.0,2.5,2850,2.0,0,0,3,1990,860,1980
64,628000.0,4.0,2.0,2280,1.0,0,0,3,1140,1140,1900
65,560000.0,3.0,2.5,1900,2.0,0,0,3,1900,0,1987
66,900000.0,3.0,1.0,1330,1.0,0,0,3,1330,0,1928
67,531000.0,2.0,3.0,1270,2.0,0,0,3,1110,160,2000
68,831000.0,4.0,3.0,2170,2.0,0,0,4,1610,560,1982
69,780000.0,4.0,2.5,2730,2.0,0,2,3,2730,0,1996
70,755000.0,4.0,2.5,2120,1.0,0,0,4,1620,500,1960
71,705380.0,3.0,2.5,2490,2.0,0,0,3,2490,0,2003
72,627000.0,4.0,2.25,1990,1.0,0,0,3,1210,780,1973
73,865000.0,4.0,3.0,3690,2.0,0,0,3,3690,0,1998
74,580000.0,2.0,1.0,2540,1.0,0,0,5,1320,1220,1942
75,410000.0,3.0,2.25,1800,1.0,0,0,4,1360,440,1978
76,485000.0,4.0,3.0,2340,1.0,0,0,4,1340,1000,1979
77,549000.0,2.0,1.0,1140,1.0,0,0,5,1140,0,1908
78,620000.0,3.0,1.75,1480,2.5,0,0,3,1480,0,2005
79,405000.0,2.0,3.0,1410,2.0,0,0,3,1140,270,2006
80,232000.0,2.0,1.0,1200,1.0,0,0,4,1200,0,1958
81,650000.0,3.0,1.5,2160,1.0,0,2,4,1400,760,1949
82,770000.0,3.0,2.0,2350,1.5,0,0,4,1810,540,1939
83,524000.0,3.0,1.75,1560,1.0,0,0,4,780,780,1944
84,670000.0,3.0,2.5,1680,3.0,0,0,3,1680,0,1909
85,406100.0,3.0,2.25,1410,3.0,0,0,3,1410,0,2005
86,736500.0,4.0,2.5,3180,2.0,0,3,3,3180,0,2000
87,570000.0,3.0,2.25,2010,1.0,0,0,3,1330,680,1975
88,787000.0,3.0,1.75,1330,1.0,0,0,3,1330,0,1961
89,328000.0,4.0,2.5,2370,2.0,0,0,3,2370,0,1998
90,499000.0,4.0,2.5,2910,2.0,0,0,3,2910,0,2006
91,501000.0,4.0,1.0,2070,1.0,0,0,3,1160,910,1963
92,400000.0,2.0,1.0,840,1.0,0,0,3,840,0,1955
93,220000.0,4.0,1.5,1240,1.0,0,0,3,1240,0,1971
94,657100.0,4.0,1.0,1390,1.0,0,0,3,1050,340,1924
95,309950.0,4.0,2.75,2310,2.0,0,0,3,2310,0,2006
96,300000.0,3.0,2.0,1050,1.0,0,0,3,1050,0,1986
97,740000.0,4.0,1.75,2010,1.5,0,0,3,2010,0,1902
98,398750.0,3.0,2.5,2230,2.0,0,0,3,2230,0,1954
99,206000.0,2.0,1.0,810,1.0,0,0,5,810,0,1944
100,600000.0,3.0,1.75,1670,1.0,0,0,4,1670,0,1976
101,379950.0,4.0,1.75,1970,1.0,0,0,5,1140,830,1960
102,287000.0,3.0,1.0,1450,1.0,0,0,4,1450,0,1953
103,309950.0,3.0,2.5,1880,2.0,0,0,3,1880,0,1994
104,600000.0,3.0,1.75,1880,1.0,0,0,4,1040,840,1945
105,418000.0,3.0,2.0,1410,1.5,0,0,4,1410,0,1930
106,449250.0,4.0,2.0,1480,1.5,0,0,5,1480,0,1928
107,329950.0,2.0,1.0,1140,1.5,0,0,4,1140,0,1949
108,245000.0,3.0,1.75,1920,1.0,0,0,3,1000,920,1984
109,549000.0,4.0,2.5,2910,2.0,0,0,3,2910,0,2008
110,800000.0,3.0,2.5,3240,2.0,0,0,3,3240,0,1994
111,249950.0,3.0,2.0,1550,1.0,0,0,4,1550,0,1958
112,585000.0,2.0,1.0,1770,1.5,0,0,3,1520,250,1949
113,615000.0,4.0,1.75,2300,1.0,0,0,4,1960,340,1977
114,618500.0,3.0,2.0,1800,1.0,0,0,4,1080,720,1942
115,487585.0,4.0,1.75,2010,1.0,0,0,3,1470,540,1977
116,509900.0,3.0,2.5,1790,2.0,0,0,3,1790,0,2010
117,631625.0,4.0,2.5,2440,2.0,0,0,3,2440,0,2014
118,555000.0,3.0,2.5,1940,2.0,0,0,3,1940,0,2009
119,340000.0,2.0,1.5,1160,2.0,0,0,3,1160,0,2001
120,830000.0,4.0,2.5,3400,2.0,0,0,3,3400,0,2007
121,890000.0,4.0,4.25,4420,2.0,0,0,3,3410,1010,2006
122,366750.0,3.0,3.0,1571,3.0,0,0,3,1571,0,2008
123,415000.0,3.0,2.25,1620,2.5,0,0,3,1540,80,2010
124,416286.0,3.0,2.5,1408,3.0,0,0,3,1408,0,2005
125,478000.0,3.0,2.5,3040,2.0,0,0,3,3040,0,2007
126,419190.0,2.0,2.5,1590,2.0,0,0,3,1590,0,2014
127,712198.0,4.0,2.5,2450,2.0,0,0,3,2450,0,2013
128,397000.0,4.0,2.0,1440,1.0,0,0,3,1200,240,1971
129,450000.0,2.0,2.0,1100,1.5,0,0,3,1100,0,1912
130,353000.0,3.0,1.0,1350,1.0,0,0,4,860,490,1947
131,609000.0,4.0,2.5,2150,2.0,0,0,3,2150,0,1985
132,234000.0,3.0,1.75,1490,1.0,0,0,4,1010,480,1975
133,561000.0,3.0,2.0,2000,2.0,0,0,3,2000,0,1916
134,469000.0,2.0,1.0,1030,1.0,0,0,3,1030,0,1924
135,279900.0,3.0,1.75,1580,1.0,0,1,4,1100,480,1962
136,606000.0,4.0,2.5,2110,2.0,0,0,3,2110,0,1987
137,312000.0,4.0,2.0,1300,1.0,0,0,3,1300,0,1950
138,650000.0,3.0,1.5,1630,1.0,0,1,3,1160,470,1940
139,325000.0,4.0,2.5,1890,1.0,0,0,3,980,910,1980
140,425000.0,4.0,2.0,1520,1.0,0,0,5,1520,0,1967
141,219000.0,2.0,1.0,900,1.0,0,0,3,900,0,1952
142,250000.0,3.0,1.0,1050,1.0,0,0,3,1050,0,1954
143,390000.0,3.0,1.75,1260,1.0,0,0,4,1260,0,1966
144,736000.0,4.0,2.5,2290,2.0,0,0,4,2290,0,1988
145,407000.0,4.0,2.25,2810,1.0,0,1,3,1710,1100,1958
146,272000.0,3.0,2.5,1650,2.0,0,0,3,1650,0,1998
147,362000.0,3.0,2.25,1640,1.0,0,0,4,1140,500,1963
148,535000.0,3.0,2.5,1850,2.0,0,0,3,1850,0,1991
149,284000.0,4.0,2.5,2000,2.0,0,0,3,2000,0,2003
150,367500.0,3.0,1.5,1410,1.0,0,0,3,1410,0,1961
151,379900.0,4.0,1.75,1500,1.0,0,0,4,1000,500,1955
152,520000.0,3.0,2.5,2460,2.0,0,0,4,2460,0,1980
153,175000.0,3.0,1.0,1010,1.0,0,0,3,1010,0,1954
154,460000.0,2.0,2.25,1230,2.0,0,0,3,1020,210,2004
155,345000.0,4.0,2.5,2331,2.0,0,0,3,2331,0,2007
156,610000.0,4.0,3.0,2450,1.0,0,0,5,1580,870,1967
157,563000.0,4.0,3.0,3100,2.0,0,0,3,2400,700,1996
158,612500.0,4.0,2.0,2060,1.0,0,0,3,1030,1030,1949
159,218000.0,3.0,1.75,1850,1.0,0,0,3,1320,530,1979
160,404000.0,4.0,1.75,1840,1.0,0,0,3,960,880,1958
161,860000.0,4.0,2.0,3740,2.0,0,0,3,3740,0,2000
162,313950.0,3.0,1.0,1510,1.0,0,0,4,860,650,1940
163,575000.0,3.0,1.75,2130,1.0,0,2,3,1170,960,1954
164,280000.0,3.0,1.75,1630,1.0,0,0,4,1630,0,1971
165,515000.0,3.0,2.5,1790,2.0,0,0,3,1790,0,1989
166,513000.0,4.0,2.5,2000,2.0,0,0,3,2000,0,1996
167,599000.0,4.0,2.25,2260,2.0,0,0,4,1400,860,1977
168,685000.0,4.0,2.5,3030,2.0,0,0,3,3030,0,1999
169,365000.0,3.0,1.5,1310,1.0,0,0,3,1310,0,1950
170,762300.0,4.0,2.5,3880,2.0,0,0,3,3880,0,1987
171,525000.0,3.0,2.5,2970,1.0,0,0,3,1770,1200,1995
172,484000.0,2.0,1.75,1660,1.0,0,0,3,1160,500,1942
173,725126.0,4.0,2.5,3200,2.0,0,0,3,3200,0,1998
174,360000.0,4.0,2.0,2680,1.0,0,0,5,2680,0,1965
175,387000.0,3.0,1.0,1230,1.0,0,0,5,1230,0,1962
176,483500.0,4.0,2.5,2740,2.0,0,0,3,2740,0,1995
177,655500.0,4.0,3.5,3380,2.0,0,0,3,3380,0,2000
178,345000.0,3.0,1.0,1110,1.0,0,0,3,1110,0,1956
179,385000.0,3.0,1.75,1900,1.0,0,0,3,1280,620,1982
180,675000.0,2.0,1.0,930,1.0,0,2,3,930,0,1951
181,197000.0,3.0,1.75,1690,1.0,0,0,4,1060,630,1976
182,485000.0,3.0,2.0,1420,1.5,0,0,3,1420,0,1905
183,295000.0,3.0,2.25,1980,1.0,0,0,4,1560,420,1974
184,499000.0,2.0,1.75,1170,1.0,0,0,4,740,430,1903
185,500000.0,3.0,2.5,1480,3.0,0,0,3,1480,0,2006
186,979000.0,3.0,2.5,2690,3.0,0,0,3,2690,0,2014
187,580000.0,4.0,3.25,3569,2.0,0,0,3,3569,0,2013
188,369950.0,3.0,2.0,1270,3.0,0,0,3,1270,0,2006
189,776000.0,4.0,2.5,3040,2.0,0,0,3,3040,0,2008
190,519950.0,3.0,2.25,1170,3.0,0,0,3,1170,0,2014
191,495000.0,3.0,1.0,990,1.0,0,0,3,990,0,1943
192,510000.0,4.0,2.5,2430,2.0,0,0,3,2430,0,2003
193,253000.0,3.0,1.75,1250,1.0,0,0,3,1250,0,1994
194,503000.0,3.0,2.75,1540,1.0,0,0,5,1210,330,1980
195,275000.0,3.0,2.5,1600,2.0,0,0,4,1600,0,1993
196,249000.0,3.0,1.0,1110,1.0,0,0,3,1110,0,1952
197,310000.0,3.0,1.75,1840,1.0,0,0,4,1220,620,1974
198,750000.0,3.0,2.75,2520,1.0,0,0,4,1360,1160,1946
199,630000.0,3.0,2.5,2680,2.0,0,0,3,2680,0,1995
200,758000.0,4.0,2.75,2410,1.0,0,0,4,1780,630,1956
201,248500.0,4.0,1.75,1720,1.0,0,0,5,1720,0,1960
202,310000.0,3.0,1.75,2070,1.0,0,0,4,1420,650,1973
203,460000.0,3.0,2.0,1760,2.0,0,0,4,1760,0,1985
204,675000.0,3.0,1.75,1680,1.0,0,0,4,1680,0,1959
205,526000.0,2.0,2.0,1550,1.5,0,0,4,1550,0,1900
206,560000.0,3.0,3.0,4120,2.0,0,2,3,3180,940,1994
207,415000.0,4.0,3.0,1830,2.0,0,0,3,1830,0,1991
208,246000.0,3.0,1.0,1400,1.0,0,0,3,1400,0,1944
209,314500.0,3.0,1.75,1870,1.0,0,0,4,1870,0,1957
210,420000.0,2.0,1.5,1040,1.5,0,0,4,1040,0,1904
211,535000.0,3.0,1.75,2720,1.5,0,0,3,2720,0,1988
212,350000.0,3.0,1.0,1010,1.0,0,0,3,1010,0,1981
213,515000.0,3.0,1.75,1580,1.0,0,1,4,1210,370,1967
214,749950.0,4.0,2.75,2600,2.0,0,0,5,1960,640,1949
215,230000.0,3.0,2.5,1920,2.0,0,0,3,1920,0,1988
216,568000.0,3.0,2.0,2350,1.5,0,0,3,1780,570,1929
217,581000.0,4.0,2.0,2510,1.0,0,0,4,1280,1230,1961
218,651000.0,3.0,2.5,3240,2.0,0,0,4,3240,0,1991
219,600000.0,3.0,2.5,2460,1.0,0,0,4,1860,600,1977
220,500000.0,2.0,1.0,1010,1.5,0,0,4,1010,0,1906
221,475000.0,2.0,1.0,820,1.0,0,0,3,820,0,1921
222,420000.0,3.0,2.25,1770,2.0,0,0,3,1770,0,1977
223,428000.0,2.0,2.0,1350,1.0,0,0,3,1350,0,2003
224,599000.0,3.0,1.75,1960,1.0,0,0,4,1090,870,1920
225,492000.0,4.0,2.5,3305,1.5,0,0,5,2245,1060,1922
226,630000.0,2.0,2.25,2550,1.0,0,0,3,1720,830,2011
227,575000.0,4.0,2.0,1650,1.0,0,0,3,1650,0,1955
228,705000.0,4.0,2.5,2650,1.5,0,0,3,1520,1130,1905
229,940000.0,4.0,2.25,1890,1.0,0,1,3,1470,420,1963
230,313000.0,3.0,1.75,2190,1.0,0,0,4,2190,0,1967
231,618080.0,3.0,2.5,2030,2.0,0,0,3,2030,0,1988
232,640000.0,3.0,3.0,2270,2.0,0,0,3,2130,140,2002
233,485000.0,3.0,2.0,1610,1.0,0,0,4,1010,600,1917
234,379500.0,2.0,1.0,1640,1.0,0,0,3,840,800,1978
235,339950.0,3.0,2.25,1630,2.0,0,0,4,1630,0,1985
236,500000.0,3.0,2.5,1940,1.0,0,0,4,1940,0,1987
237,239900.0,3.0,2.0,1410,1.0,0,0,3,1410,0,1985
238,314950.0,3.0,1.0,1040,1.0,0,0,4,1040,0,1968
239,361280.0,2.0,1.0,820,1.0,0,0,4,820,0,1944
240,480500.0,4.0,2.5,2180,1.0,0,0,4,2180,0,1968
241,280000.0,3.0,2.5,1600,2.0,0,0,3,1600,0,2000
242,440000.0,3.0,1.75,1500,1.0,0,0,4,1060,440,1947
243,530000.0,3.0,1.0,1340,1.0,0,0,3,1080,260,1910
244,560000.0,3.0,2.0,1860,1.0,0,0,3,1860,0,1985
245,775000.0,3.0,2.0,2540,1.5,0,3,4,1600,940,1905
246,160000.0,2.0,1.0,1040,1.0,0,0,5,1040,0,1912
247,209950.0,3.0,1.5,1380,1.0,0,0,3,1380,0,1960
248,226500.0,3.0,1.75,1640,1.0,0,0,3,1130,510,1988
249,409500.0,4.0,2.75,2140,1.0,0,0,3,1320,820,1968
250,690000.0,3.0,2.0,1760,1.0,0,0,4,980,780,1942
251,405000.0,3.0,2.25,1660,1.0,0,0,4,1660,0,1961
252,375000.0,3.0,2.5,1830,2.0,0,0,3,1830,0,1990
253,794154.0,4.0,2.0,2210,1.0,0,1,4,1210,1000,1954
254,185000.0,4.0,1.0,1490,1.0,0,0,3,1490,0,1969
255,245000.0,3.0,1.5,1260,2.0,0,0,3,1040,220,2005
256,425000.0,2.0,2.5,1150,3.0,0,0,3,1150,0,2008
257,495000.0,4.0,2.75,2656,2.0,0,0,3,2656,0,2014
258,417250.0,3.0,2.25,1606,3.0,0,0,3,1606,0,2009
259,339950.0,2.0,1.0,820,3.0,0,0,3,820,0,2006
260,615000.0,2.0,1.0,1540,1.0,0,0,4,820,720,1946
261,403000.0,3.0,2.75,2090,2.0,0,0,3,2090,0,2012
262,258000.0,4.0,1.75,1730,1.0,0,0,3,1230,500,1977
263,533000.0,3.0,1.0,1670,1.0,0,0,3,1170,500,1967
264,537500.0,4.0,2.5,2550,2.0,0,0,3,2550,0,2005
265,712000.0,3.0,1.0,1250,1.5,0,0,4,1150,100,1900
266,262000.0,4.0,2.5,2020,2.0,0,0,3,2020,0,2002
267,753888.0,4.0,2.5,2660,2.0,0,2,3,2660,0,2003
268,402000.0,3.0,2.5,1960,1.0,0,0,4,1290,670,1977
269,553650.0,2.0,2.5,1360,2.0,0,0,3,1050,310,1997
270,559950.0,2.0,2.0,1870,1.0,0,0,3,1870,0,2006
271,260000.0,4.0,1.5,2130,1.0,0,0,3,1100,1030,1962
272,270000.0,4.0,2.5,1810,2.0,0,0,3,1810,0,1994
273,295000.0,2.0,1.75,2200,1.0,0,0,3,1100,1100,1973
274,719000.0,3.0,2.5,1690,1.5,0,1,4,1690,0,1928
275,266000.0,3.0,2.5,1940,1.0,0,0,3,1460,480,1989
276,325900.0,4.0,2.5,2320,2.0,0,0,3,2320,0,2004
277,647500.0,4.0,1.75,2060,1.0,0,0,4,1160,900,1947
278,569000.0,4.0,2.25,2250,2.0,0,0,3,2250,0,1980
279,246000.0,3.0,1.75,1390,1.0,0,0,4,1390,0,1975
280,515000.0,2.0,1.0,1060,1.0,0,0,3,1060,0,1926
281,207000.0,3.0,1.0,1490,1.0,0,0,4,1490,0,1954
282,780000.0,4.0,1.75,2480,1.0,0,0,3,1390,1090,1950
283,295000.0,3.0,2.5,1920,2.0,0,0,3,1920,0,1993
284,385000.0,3.0,1.75,1890,1.0,0,0,3,1230,660,1944
285,350000.0,4.0,1.75,2250,1.0,0,0,4,2150,100,1940
286,235000.0,2.0,1.0,1270,1.0,0,0,4,650,620,1923
287,358000.0,2.0,1.5,960,2.0,0,0,3,960,0,1993
288,716500.0,4.0,2.5,3290,2.0,0,0,3,3290,0,2002
289,228000.0,4.0,1.75,2000,1.0,0,0,3,1100,900,1965
290,405000.0,2.0,1.0,1020,1.0,0,0,4,1020,0,1948
291,538000.0,4.0,1.75,1840,1.0,0,0,3,1220,620,1967
292,530000.0,3.0,1.75,1980,1.0,0,0,4,1980,0,1973
293,636000.0,2.0,1.75,1230,1.5,0,0,5,1230,0,1925
294,535000.0,4.0,2.5,2280,2.0,0,0,3,2280,0,2004
295,868500.0,3.0,2.5,2920,3.0,0,0,3,2920,0,2008
296,530000.0,4.0,2.75,2280,1.5,0,0,4,1540,740,1930
297,450000.0,3.0,2.0,1510,1.0,0,0,3,1510,0,1954
298,230000.0,3.0,1.75,950,1.0,0,0,3,790,160,1939
299,229000.0,3.0,2.5,1190,2.0,0,0,3,1190,0,2002
300,437000.0,3.0,1.75,1310,1.0,0,0,4,1310,0,1976
301,595000.0,3.0,2.5,1750,2.0,0,0,4,1750,0,1991
302,660000.0,3.0,1.75,1320,1.5,0,0,5,1320,0,1918
303,347500.0,4.0,2.5,2460,2.0,0,0,3,2460,0,1989
304,297950.0,3.0,2.0,1240,1.0,0,0,3,1240,0,1967
305,245000.0,3.0,1.5,1260,1.0,0,0,4,1260,0,1955
306,413450.0,3.0,2.5,1540,3.0,0,0,3,1470,70,2008
307,424500.0,3.0,1.75,1460,1.0,0,0,3,1460,0,1979
308,230000.0,3.0,1.0,1390,1.0,0,0,4,1390,0,1960
309,930000.0,3.0,3.25,2640,2.0,0,0,3,1840,800,1912
310,349000.0,3.0,1.75,1590,1.0,0,0,3,1590,0,1988
311,835000.0,4.0,2.0,1910,1.5,0,0,5,1910,0,1941
312,988500.0,3.0,2.75,2015,2.0,1,4,3,2015,0,2007
313,500000.0,3.0,1.75,1410,3.0,0,0,3,1410,0,2012
314,499000.0,2.0,1.5,1110,2.0,0,0,3,930,180,2005
315,321950.0,2.0,1.25,860,2.0,0,0,3,860,0,2007
316,494000.0,3.0,2.5,2310,2.0,0,0,3,2310,0,2011
317,441750.0,2.0,1.5,1020,3.0,0,0,3,1020,0,2008
318,438000.0,2.0,1.0,980,2.0,0,0,3,980,0,2010
319,985000.0,4.0,2.25,4230,2.0,0,0,3,4230,0,1989
320,352000.0,3.0,2.25,1640,1.0,0,0,4,1640,0,1972
321,839900.0,4.0,3.5,3810,1.0,0,1,3,2560,1250,2013
322,765000.0,4.0,2.75,2790,2.0,0,0,3,2790,0,1996
323,460000.0,4.0,1.75,1750,1.5,0,0,5,1050,700,1926
324,224500.0,4.0,1.0,1430,1.5,0,0,4,1430,0,1983
325,254000.0,3.0,2.5,1850,2.0,0,0,3,1850,0,2003
326,255000.0,2.0,1.0,960,1.0,0,0,4,960,0,1984
327,610000.0,3.0,3.0,2480,1.0,0,0,4,1620,860,1976
328,920000.0,4.0,3.0,3750,2.0,0,0,3,3750,0,1976
329,402500.0,4.0,2.5,2600,2.0,0,0,3,2600,0,1988
330,280950.0,3.0,1.75,1390,1.0,0,3,4,840,550,1912
331,604000.0,4.0,2.5,2260,2.0,0,0,3,2260,0,1989
332,565000.0,4.0,2.25,2470,2.0,0,0,3,2470,0,1984
333,445000.0,4.0,2.0,1650,1.0,0,0,5,1000,650,1959
334,275000.0,3.0,1.5,1390,1.0,0,0,3,1390,0,1922
335,387000.0,3.0,2.25,1445,2.0,0,0,3,1300,145,2003
336,490000.0,2.0,1.0,1840,1.5,0,0,4,1130,710,1910
337,505000.0,3.0,2.5,2100,2.0,0,2,3,2100,0,1999
338,303500.0,3.0,1.5,1060,1.0,0,0,4,1060,0,1973
339,270000.0,3.0,1.5,1500,1.0,0,0,5,1500,0,1953
340,323000.0,4.0,2.75,1970,1.0,0,0,3,1170,800,1977
341,382000.0,3.0,3.25,1410,3.0,0,0,3,1410,0,2005
342,280000.0,4.0,2.0,2190,1.0,0,0,4,1180,1010,1977
343,260000.0,3.0,2.0,1920,1.0,0,0,4,1510,410,1969
344,201500.0,3.0,1.0,1160,1.0,0,0,4,1160,0,1959
345,536500.0,4.0,1.75,2000,1.5,0,0,5,1450,550,1926
346,248000.0,4.0,3.0,2163,2.0,0,0,3,2163,0,2006
347,580000.0,4.0,2.5,2840,2.0,0,0,3,2840,0,1998
348,463000.0,2.0,1.0,1150,1.0,0,0,4,1150,0,1905
349,742500.0,4.0,2.75,3100,2.0,0,0,3,2000,1100,1919
350,260000.0,3.0,2.5,1420,1.0,0,0,4,1020,400,1963
351,590000.0,4.0,2.25,2430,1.0,0,0,3,2430,0,1993
352,312000.0,4.0,2.25,1930,1.0,0,0,3,1430,500,1984
353,566000.0,3.0,2.25,1660,1.0,0,0,4,1370,290,1980
354,511555.0,3.0,2.0,1400,1.0,0,0,4,1400,0,1963
355,583000.0,4.0,2.5,2660,2.0,0,0,3,2660,0,2001
356,290000.0,4.0,2.5,2000,1.0,0,0,4,1200,800,1968
357,311100.0,4.0,2.25,2130,1.0,0,0,4,1380,750,1977
358,325000.0,3.0,2.25,1352,3.0,0,0,3,1352,0,2007
359,491300.0,3.0,1.75,1750,1.0,0,1,4,1300,450,1987
360,360000.0,2.0,1.0,1420,1.0,0,0,3,1180,240,1956
361,330000.0,4.0,2.5,1940,2.0,0,0,3,1940,0,2003
362,481450.0,3.0,2.0,1410,1.0,0,0,3,1410,0,1940
363,234950.0,3.0,1.0,1360,1.0,0,0,3,1360,0,1977
364,251000.0,3.0,1.75,1220,1.0,0,0,3,1220,0,1962
365,782000.0,4.0,2.5,2830,2.0,0,0,3,1980,850,1979
366,833000.0,4.0,2.75,3780,2.0,0,0,3,3780,0,1999
367,542500.0,4.0,2.5,2330,2.0,0,0,4,2330,0,1978
368,851000.0,3.0,2.5,3560,2.0,0,0,3,3560,0,1987
369,325000.0,4.0,1.5,1470,1.0,0,0,3,1470,0,1976
370,415000.0,4.0,2.25,3060,2.0,0,0,3,3060,0,1992
371,252500.0,3.0,1.0,1030,1.0,0,0,3,880,150,1947
372,465000.0,4.0,2.5,1930,1.0,0,0,4,1930,0,1968
373,336900.0,3.0,1.75,1780,1.0,0,0,4,1780,0,1979
374,225000.0,3.0,2.5,2000,2.0,0,0,4,2000,0,1992
375,270000.0,3.0,2.0,1690,1.0,0,0,4,1690,0,1969
376,536000.0,3.0,1.75,1300,1.5,0,0,3,1300,0,1925
377,585000.0,4.0,3.25,2400,2.0,0,0,4,2400,0,1982
378,445000.0,2.0,2.0,1150,1.0,0,0,3,860,290,1940
379,320000.0,4.0,2.25,2310,2.0,0,0,3,2310,0,1980
380,769900.0,4.0,3.5,2730,2.0,0,0,3,2400,330,2006
381,557000.0,4.0,2.5,2840,2.0,0,0,3,2840,0,2012
382,212000.0,2.0,1.5,1020,2.0,0,0,3,1020,0,2004
383,376000.0,3.0,2.0,1340,3.0,0,0,3,1340,0,2008
384,800000.0,4.0,3.25,3540,2.0,0,0,3,3540,0,2007
385,324000.0,3.0,2.25,998,2.0,0,0,3,798,200,2007
